Entity,Code,Date,people_fully_vaccinated
Germany,DEU,2021-01-21,144243
Germany,DEU,2021-01-22,175532
Germany,DEU,2021-01-23,219381
Germany,DEU,2021-01-24,247470
Germany,DEU,2021-01-25,287203
Germany,DEU,2021-01-26,336781
Germany,DEU,2021-01-27,396012
Germany,DEU,2021-01-28,444974
Germany,DEU,2021-01-29,498491
Germany,DEU,2021-01-30,546671
Germany,DEU,2021-01-31,578051
Germany,DEU,2021-02-01,643912
Germany,DEU,2021-02-02,713659
Germany,DEU,2021-02-03,798231
Germany,DEU,2021-02-04,870712
Germany,DEU,2021-02-05,944298
Germany,DEU,2021-02-06,999455
Germany,DEU,2021-02-07,1025974
Germany,DEU,2021-02-08,1077586
Germany,DEU,2021-02-09,1142661
Germany,DEU,2021-02-10,1216858
Germany,DEU,2021-02-11,1289279
Germany,DEU,2021-02-12,1367599
Germany,DEU,2021-02-13,1414244
Germany,DEU,2021-02-14,1441226
Germany,DEU,2021-02-15,1497248
Germany,DEU,2021-02-16,1552009
Germany,DEU,2021-02-17,1606639
Germany,DEU,2021-02-18,1658675
Germany,DEU,2021-02-19,1712163
Germany,DEU,2021-02-20,1749789
Germany,DEU,2021-02-21,1778732
Germany,DEU,2021-02-22,1831677
Germany,DEU,2021-02-23,1887301
Germany,DEU,2021-02-24,1945101
Germany,DEU,2021-02-25,1997345
Germany,DEU,2021-02-26,2055726
Germany,DEU,2021-02-27,2094250
Germany,DEU,2021-02-28,2122182
Germany,DEU,2021-03-01,2172317
Germany,DEU,2021-03-02,2227963
Germany,DEU,2021-03-03,2294491
Germany,DEU,2021-03-04,2356086
Germany,DEU,2021-03-05,2418571
Germany,DEU,2021-03-06,2465185
Germany,DEU,2021-03-07,2499242
Germany,DEU,2021-03-08,2552137
Germany,DEU,2021-03-09,2605818
Gibraltar,GIB,2021-01-31,400
Gibraltar,GIB,2021-02-01,1325
Gibraltar,GIB,2021-02-02,2320
Gibraltar,GIB,2021-02-03,3011
Gibraltar,GIB,2021-02-04,3943
Gibraltar,GIB,2021-02-05,4876
Gibraltar,GIB,2021-02-06,5573
Gibraltar,GIB,2021-02-07,5573
Gibraltar,GIB,2021-02-08,6140
Gibraltar,GIB,2021-02-09,6719
Gibraltar,GIB,2021-02-10,6737
Gibraltar,GIB,2021-02-11,7667
Gibraltar,GIB,2021-02-12,8595
Gibraltar,GIB,2021-02-13,9522
Gibraltar,GIB,2021-02-14,10053
Gibraltar,GIB,2021-02-15,10244
Gibraltar,GIB,2021-02-16,10772
Gibraltar,GIB,2021-02-17,11303
Gibraltar,GIB,2021-02-18,12053
Gibraltar,GIB,2021-02-19,12573
Gibraltar,GIB,2021-02-20,12573
Gibraltar,GIB,2021-02-21,12606
Gibraltar,GIB,2021-02-22,12729
Gibraltar,GIB,2021-02-23,12846
Gibraltar,GIB,2021-02-24,12928
Gibraltar,GIB,2021-02-25,13009
Gibraltar,GIB,2021-02-26,13178
Gibraltar,GIB,2021-02-27,13290
Gibraltar,GIB,2021-02-28,13290
Gibraltar,GIB,2021-03-02,13704
Gibraltar,GIB,2021-03-03,14101
Gibraltar,GIB,2021-03-04,15023
Gibraltar,GIB,2021-03-05,15155
Gibraltar,GIB,2021-03-06,15403
Gibraltar,GIB,2021-03-07,15572
Gibraltar,GIB,2021-03-08,15572
Gibraltar,GIB,2021-03-09,15809
Greece,GRC,2021-01-16,2
Greece,GRC,2021-01-18,423
Greece,GRC,2021-01-19,1072
Greece,GRC,2021-01-20,1664
Greece,GRC,2021-01-21,2261
Greece,GRC,2021-01-22,2579
Greece,GRC,2021-01-23,3135
Greece,GRC,2021-01-25,8061
Greece,GRC,2021-01-26,13145
Greece,GRC,2021-01-27,17879
Greece,GRC,2021-01-28,23797
Greece,GRC,2021-01-29,32742
Greece,GRC,2021-01-30,38888
Greece,GRC,2021-02-01,46566
Greece,GRC,2021-02-02,54085
Greece,GRC,2021-02-03,62019
Greece,GRC,2021-02-04,68464
Greece,GRC,2021-02-05,73695
Greece,GRC,2021-02-06,79760
Greece,GRC,2021-02-08,84753
Greece,GRC,2021-02-09,92582
Greece,GRC,2021-02-10,106123
Greece,GRC,2021-02-11,121616
Greece,GRC,2021-02-12,139289
Greece,GRC,2021-02-13,154907
Greece,GRC,2021-02-15,168696
Greece,GRC,2021-02-16,177926
Greece,GRC,2021-02-17,190697
Greece,GRC,2021-02-18,203913
Greece,GRC,2021-02-19,215274
Greece,GRC,2021-02-20,227594
Greece,GRC,2021-02-21,229589
Greece,GRC,2021-02-22,243590
Greece,GRC,2021-02-23,257476
Greece,GRC,2021-02-24,271837
Greece,GRC,2021-02-25,286331
Greece,GRC,2021-02-26,300926
Greece,GRC,2021-02-27,313647
Greece,GRC,2021-03-01,327136
Greece,GRC,2021-03-02,339402
Greece,GRC,2021-03-03,348191
Greece,GRC,2021-03-04,355559
Greece,GRC,2021-03-05,361428
Greece,GRC,2021-03-06,366361
Greece,GRC,2021-03-08,372424
Greece,GRC,2021-03-09,377850
Guernsey,GGY,2021-01-24,522
Guernsey,GGY,2021-02-07,3090
Guernsey,GGY,2021-02-14,5334
Hungary,HUN,2021-01-18,1643
Hungary,HUN,2021-01-19,2939
Hungary,HUN,2021-01-20,4030
Hungary,HUN,2021-01-21,5815
Hungary,HUN,2021-01-22,6944
Hungary,HUN,2021-01-23,8135
Hungary,HUN,2021-01-24,9403
Hungary,HUN,2021-01-25,12639
Hungary,HUN,2021-01-26,17772
Hungary,HUN,2021-01-27,26293
Hungary,HUN,2021-01-28,37727
Hungary,HUN,2021-01-29,49606
Hungary,HUN,2021-01-30,56825
Hungary,HUN,2021-01-31,61266
Hungary,HUN,2021-02-01,68526
Hungary,HUN,2021-02-02,75036
Hungary,HUN,2021-02-03,84452
Hungary,HUN,2021-02-04,92773
Hungary,HUN,2021-02-05,101652
Hungary,HUN,2021-02-06,105242
Hungary,HUN,2021-02-07,107592
Hungary,HUN,2021-02-08,110395
Hungary,HUN,2021-02-09,113570
Hungary,HUN,2021-02-10,117368
Hungary,HUN,2021-02-11,120649
Hungary,HUN,2021-02-12,124423
Hungary,HUN,2021-02-13,128195
Hungary,HUN,2021-02-14,129339
Hungary,HUN,2021-02-15,131593
Hungary,HUN,2021-02-16,134824
Hungary,HUN,2021-02-17,141023
Hungary,HUN,2021-02-18,152432
Hungary,HUN,2021-02-19,172739
Hungary,HUN,2021-02-20,190705
Hungary,HUN,2021-02-21,201005
Hungary,HUN,2021-02-22,205720
Hungary,HUN,2021-02-23,208846
Hungary,HUN,2021-02-24,211073
Hungary,HUN,2021-02-25,240622
Hungary,HUN,2021-02-26,244407
Hungary,HUN,2021-02-27,249499
Hungary,HUN,2021-02-28,251691
Hungary,HUN,2021-03-01,252847
Hungary,HUN,2021-03-02,253368
Hungary,HUN,2021-03-03,267153
Hungary,HUN,2021-03-04,279727
Hungary,HUN,2021-03-05,304880
Hungary,HUN,2021-03-06,307573
Hungary,HUN,2021-03-07,307929
Hungary,HUN,2021-03-08,314485
Hungary,HUN,2021-03-09,317906
Iceland,ISL,2021-01-20,480
Iceland,ISL,2021-01-25,4787
Iceland,ISL,2021-01-27,4820
Iceland,ISL,2021-02-03,4853
Iceland,ISL,2021-02-05,4855
Iceland,ISL,2021-02-08,4856
Iceland,ISL,2021-02-12,5538
Iceland,ISL,2021-02-15,5757
Iceland,ISL,2021-02-16,5944
Iceland,ISL,2021-02-17,7381
Iceland,ISL,2021-02-18,9658
Iceland,ISL,2021-02-19,10074
Iceland,ISL,2021-02-22,10530
Iceland,ISL,2021-02-23,10554
Iceland,ISL,2021-02-25,12376
Iceland,ISL,2021-02-26,12564
Iceland,ISL,2021-03-01,12600
Iceland,ISL,2021-03-02,12644
Iceland,ISL,2021-03-04,12707
Iceland,ISL,2021-03-05,12708
Iceland,ISL,2021-03-08,12710
India,IND,2021-02-13,7668
India,IND,2021-02-15,98118
India,IND,2021-02-16,216339
India,IND,2021-02-17,342116
India,IND,2021-02-18,464932
India,IND,2021-02-19,756942
India,IND,2021-02-20,873940
India,IND,2021-02-21,960642
India,IND,2021-02-22,1115542
India,IND,2021-02-23,1321635
India,IND,2021-02-24,1481754
India,IND,2021-02-25,1860859
India,IND,2021-02-26,2204083
India,IND,2021-02-27,2453878
India,IND,2021-02-28,2456191
India,IND,2021-03-01,2597799
India,IND,2021-03-02,2713978
India,IND,2021-03-03,2876927
India,IND,2021-03-04,3208668
India,IND,2021-03-05,3501021
India,IND,2021-03-06,3754041
India,IND,2021-03-07,3761107
India,IND,2021-03-08,4065450
India,IND,2021-03-09,4363679
Indonesia,IDN,2021-01-28,5468
Indonesia,IDN,2021-01-29,11287
Indonesia,IDN,2021-01-30,20810
Indonesia,IDN,2021-01-31,22548
Indonesia,IDN,2021-02-01,35406
Indonesia,IDN,2021-02-02,51999
Indonesia,IDN,2021-02-03,71621
Indonesia,IDN,2021-02-04,96553
Indonesia,IDN,2021-02-05,120725
Indonesia,IDN,2021-02-06,137207
Indonesia,IDN,2021-02-07,139131
Indonesia,IDN,2021-02-08,171270
Indonesia,IDN,2021-02-09,221453
Indonesia,IDN,2021-02-10,279251
Indonesia,IDN,2021-02-11,345605
Indonesia,IDN,2021-02-13,415486
Indonesia,IDN,2021-02-14,425578
Indonesia,IDN,2021-02-15,482625
Indonesia,IDN,2021-02-16,537147
Indonesia,IDN,2021-02-17,597328
Indonesia,IDN,2021-02-18,623832
Indonesia,IDN,2021-02-20,732634
Indonesia,IDN,2021-02-23,789966
Indonesia,IDN,2021-02-24,825650
Indonesia,IDN,2021-02-25,853745
Indonesia,IDN,2021-02-26,865870
Indonesia,IDN,2021-02-27,982370
Indonesia,IDN,2021-02-28,998439
Indonesia,IDN,2021-03-01,1062173
Indonesia,IDN,2021-03-02,1055291
Indonesia,IDN,2021-03-03,1100228
Indonesia,IDN,2021-03-05,1114537
Indonesia,IDN,2021-03-07,1133787
Ireland,IRL,2021-01-27,13800
Ireland,IRL,2021-01-31,49300
Ireland,IRL,2021-02-05,79554
Ireland,IRL,2021-02-07,86833
Ireland,IRL,2021-02-08,88453
Ireland,IRL,2021-02-09,89380
Ireland,IRL,2021-02-10,89818
Ireland,IRL,2021-02-11,89834
Ireland,IRL,2021-02-12,89999
Ireland,IRL,2021-02-13,91625
Ireland,IRL,2021-02-14,91750
Ireland,IRL,2021-02-15,98388
Ireland,IRL,2021-02-16,105859
Ireland,IRL,2021-02-17,113291
Ireland,IRL,2021-02-18,120520
Ireland,IRL,2021-02-19,126320
Ireland,IRL,2021-02-20,130423
Ireland,IRL,2021-02-21,131898
Ireland,IRL,2021-02-22,133325
Ireland,IRL,2021-02-23,134439
Ireland,IRL,2021-02-24,136407
Ireland,IRL,2021-02-25,137935
Ireland,IRL,2021-02-26,140290
Ireland,IRL,2021-02-27,141345
Ireland,IRL,2021-02-28,141883
Ireland,IRL,2021-03-01,142924
Ireland,IRL,2021-03-02,144581
Ireland,IRL,2021-03-04,147617
Ireland,IRL,2021-03-05,149721
Ireland,IRL,2021-03-06,149920
Isle of Man,IMN,2021-01-25,312
Isle of Man,IMN,2021-01-26,639
Isle of Man,IMN,2021-01-27,1037
Isle of Man,IMN,2021-01-28,1038
Isle of Man,IMN,2021-01-29,1030
Isle of Man,IMN,2021-02-02,1419
Isle of Man,IMN,2021-02-03,2176
Isle of Man,IMN,2021-02-04,2183
Isle of Man,IMN,2021-02-05,2183
Isle of Man,IMN,2021-02-06,2183
Isle of Man,IMN,2021-02-07,2184
Isle of Man,IMN,2021-02-08,2188
Isle of Man,IMN,2021-02-09,2557
Isle of Man,IMN,2021-02-10,2956
Isle of Man,IMN,2021-02-11,3328
Isle of Man,IMN,2021-02-12,3328
Isle of Man,IMN,2021-02-13,3327
Isle of Man,IMN,2021-02-14,3328
Isle of Man,IMN,2021-02-16,3594
Isle of Man,IMN,2021-02-17,3857
Isle of Man,IMN,2021-02-18,4110
Isle of Man,IMN,2021-02-19,4683
Isle of Man,IMN,2021-02-20,4712
Isle of Man,IMN,2021-02-21,4733
Isle of Man,IMN,2021-02-22,4732
Isle of Man,IMN,2021-02-23,4964
Isle of Man,IMN,2021-02-24,5201
Isle of Man,IMN,2021-02-25,5509
Isle of Man,IMN,2021-02-26,6284
Isle of Man,IMN,2021-02-27,6948
Isle of Man,IMN,2021-02-28,7329
Isle of Man,IMN,2021-03-01,7682
Isle of Man,IMN,2021-03-02,7701
Isle of Man,IMN,2021-03-03,7710
Isle of Man,IMN,2021-03-04,7711
Isle of Man,IMN,2021-03-05,8091
Isle of Man,IMN,2021-03-06,8485
Isle of Man,IMN,2021-03-07,8966
Isle of Man,IMN,2021-03-08,9253
Isle of Man,IMN,2021-03-09,9262
Israel,ISR,2021-01-04,2
Israel,ISR,2021-01-05,2
Israel,ISR,2021-01-06,2
Israel,ISR,2021-01-07,5
Israel,ISR,2021-01-08,8
Israel,ISR,2021-01-09,30
Israel,ISR,2021-01-10,6012
Israel,ISR,2021-01-11,25250
Israel,ISR,2021-01-12,60903
Israel,ISR,2021-01-13,117831
Israel,ISR,2021-01-14,186751
Israel,ISR,2021-01-15,222888
Israel,ISR,2021-01-16,249090
Israel,ISR,2021-01-17,333699
Israel,ISR,2021-01-18,453764
Israel,ISR,2021-01-19,591129
Israel,ISR,2021-01-20,734381
Israel,ISR,2021-01-21,898113
Israel,ISR,2021-01-22,968957
Israel,ISR,2021-01-23,1022389
Israel,ISR,2021-01-24,1162593
Israel,ISR,2021-01-25,1301613
Israel,ISR,2021-01-26,1427504
Israel,ISR,2021-01-27,1552051
Israel,ISR,2021-01-28,1682190
Israel,ISR,2021-01-29,1746732
Israel,ISR,2021-01-30,1789367
Israel,ISR,2021-01-31,1848638
Israel,ISR,2021-02-01,1883825
Israel,ISR,2021-02-02,1914708
Israel,ISR,2021-02-03,1965866
Israel,ISR,2021-02-04,2023697
Israel,ISR,2021-02-05,2052320
Israel,ISR,2021-02-06,2074434
Israel,ISR,2021-02-07,2142855
Israel,ISR,2021-02-08,2207933
Israel,ISR,2021-02-09,2275096
Israel,ISR,2021-02-10,2346943
Israel,ISR,2021-02-11,2418376
Israel,ISR,2021-02-12,2455741
Israel,ISR,2021-02-13,2486044
Israel,ISR,2021-02-14,2554793
Israel,ISR,2021-02-15,2630144
Israel,ISR,2021-02-16,2708032
Israel,ISR,2021-02-17,2783201
Israel,ISR,2021-02-18,2862435
Israel,ISR,2021-02-19,2900358
Israel,ISR,2021-02-20,2928882
Israel,ISR,2021-02-21,3007077
Israel,ISR,2021-02-22,3087079
Israel,ISR,2021-02-23,3157011
Israel,ISR,2021-02-24,3219623
Israel,ISR,2021-02-25,3283867
Israel,ISR,2021-02-26,3314842
Israel,ISR,2021-02-27,3335254
Israel,ISR,2021-02-28,3389817
Israel,ISR,2021-03-01,3450854
Israel,ISR,2021-03-02,3515166
Israel,ISR,2021-03-03,3581365
Israel,ISR,2021-03-04,3657610
Israel,ISR,2021-03-05,3694028
Israel,ISR,2021-03-06,3719246
Israel,ISR,2021-03-07,3791510
Israel,ISR,2021-03-08,3864171
Israel,ISR,2021-03-09,3940352
Italy,ITA,2021-01-17,2902
Italy,ITA,2021-01-18,7795
Italy,ITA,2021-01-19,9487
Italy,ITA,2021-01-20,13987
Italy,ITA,2021-01-21,33509
Italy,ITA,2021-01-22,47405
Italy,ITA,2021-01-23,80092
Italy,ITA,2021-01-24,110692
Italy,ITA,2021-01-25,174738
Italy,ITA,2021-01-26,250269
Italy,ITA,2021-01-27,314578
Italy,ITA,2021-01-28,403138
Italy,ITA,2021-01-29,495764
Italy,ITA,2021-01-30,581616
Italy,ITA,2021-01-31,638397
Italy,ITA,2021-02-01,719251
Italy,ITA,2021-02-02,800388
Italy,ITA,2021-02-03,889941
Italy,ITA,2021-02-04,982890
Italy,ITA,2021-02-05,1070571
Italy,ITA,2021-02-06,1131754
Italy,ITA,2021-02-07,1163501
Italy,ITA,2021-02-08,1202578
Italy,ITA,2021-02-09,1233958
Italy,ITA,2021-02-10,1260848
Italy,ITA,2021-02-11,1279723
Italy,ITA,2021-02-12,1294149
Italy,ITA,2021-02-13,1300378
Italy,ITA,2021-02-14,1302653
Italy,ITA,2021-02-15,1308224
Italy,ITA,2021-02-16,1313971
Italy,ITA,2021-02-17,1322953
Italy,ITA,2021-02-18,1330364
Italy,ITA,2021-02-19,1336363
Italy,ITA,2021-02-20,1340289
Italy,ITA,2021-02-21,1342318
Italy,ITA,2021-02-22,1347521
Italy,ITA,2021-02-23,1352547
Italy,ITA,2021-02-24,1360297
Italy,ITA,2021-02-25,1371990
Italy,ITA,2021-02-26,1386279
Italy,ITA,2021-02-27,1397836
Italy,ITA,2021-02-28,1405959
Italy,ITA,2021-03-01,1430192
Italy,ITA,2021-03-02,1460271
Italy,ITA,2021-03-03,1501473
Italy,ITA,2021-03-04,1547627
Italy,ITA,2021-03-05,1598512
Italy,ITA,2021-03-06,1636676
Italy,ITA,2021-03-07,1656332
Italy,ITA,2021-03-08,1702049
Italy,ITA,2021-03-09,1747516
Jersey,JEY,2021-01-24,3051
Jersey,JEY,2021-01-31,3131
Jersey,JEY,2021-02-07,3178
Jersey,JEY,2021-02-14,3256
Jersey,JEY,2021-02-21,3287
Jersey,JEY,2021-02-28,3320
Jordan,JOR,2021-02-22,30000
Kazakhstan,KAZ,2021-02-24,2137
Kuwait,KWT,2021-02-15,38000
Latvia,LVA,2021-01-18,571
Latvia,LVA,2021-01-19,1375
Latvia,LVA,2021-01-20,2126
Latvia,LVA,2021-01-21,2139
Latvia,LVA,2021-01-22,2156
Latvia,LVA,2021-01-25,2804
Latvia,LVA,2021-01-26,3622
Latvia,LVA,2021-01-27,4359
Latvia,LVA,2021-01-28,5108
Latvia,LVA,2021-01-29,6017
Latvia,LVA,2021-01-30,6321
Latvia,LVA,2021-01-31,6655
Latvia,LVA,2021-02-01,7829
Latvia,LVA,2021-02-02,9502
Latvia,LVA,2021-02-03,10880
Latvia,LVA,2021-02-04,12243
Latvia,LVA,2021-02-05,13748
Latvia,LVA,2021-02-06,14305
Latvia,LVA,2021-02-07,14428
Latvia,LVA,2021-02-08,14583
Latvia,LVA,2021-02-09,14626
Latvia,LVA,2021-02-10,14823
Latvia,LVA,2021-02-11,15503
Latvia,LVA,2021-02-12,16055
Latvia,LVA,2021-02-13,16231
Latvia,LVA,2021-02-14,16251
Latvia,LVA,2021-02-15,16405
Latvia,LVA,2021-02-16,16481
Latvia,LVA,2021-02-17,16660
Latvia,LVA,2021-02-18,16713
Latvia,LVA,2021-02-19,16769
Latvia,LVA,2021-02-20,16788
Latvia,LVA,2021-02-22,16819
Latvia,LVA,2021-02-23,16848
Latvia,LVA,2021-02-24,16880
Latvia,LVA,2021-02-25,16922
Latvia,LVA,2021-02-26,17010
Latvia,LVA,2021-02-27,17019
Latvia,LVA,2021-02-28,17020
Latvia,LVA,2021-03-01,17246
Latvia,LVA,2021-03-02,17547
Latvia,LVA,2021-03-03,17731
Latvia,LVA,2021-03-04,17849
Latvia,LVA,2021-03-05,17987
Latvia,LVA,2021-03-06,17990
Latvia,LVA,2021-03-07,17992
Latvia,LVA,2021-03-08,18028
Latvia,LVA,2021-03-09,18053
Lithuania,LTU,2021-01-17,1089
Lithuania,LTU,2021-01-18,2762
Lithuania,LTU,2021-01-19,6676
Lithuania,LTU,2021-01-20,8509
Lithuania,LTU,2021-01-21,9147
Lithuania,LTU,2021-01-22,9217
Lithuania,LTU,2021-01-23,9217
Lithuania,LTU,2021-01-25,9217
Lithuania,LTU,2021-01-26,9847
Lithuania,LTU,2021-01-27,12904
Lithuania,LTU,2021-01-28,16590
Lithuania,LTU,2021-01-29,21656
Lithuania,LTU,2021-01-30,22089
Lithuania,LTU,2021-01-31,22089
Lithuania,LTU,2021-02-01,23920
Lithuania,LTU,2021-02-02,26127
Lithuania,LTU,2021-02-03,31287
Lithuania,LTU,2021-02-04,39591
Lithuania,LTU,2021-02-05,45887
Lithuania,LTU,2021-02-06,46544
Lithuania,LTU,2021-02-07,46639
Lithuania,LTU,2021-02-08,49067
Lithuania,LTU,2021-02-09,50839
Lithuania,LTU,2021-02-10,52469
Lithuania,LTU,2021-02-11,53774
Lithuania,LTU,2021-02-12,54750
Lithuania,LTU,2021-02-13,54750
Lithuania,LTU,2021-02-15,55443
Lithuania,LTU,2021-02-16,55653
Lithuania,LTU,2021-02-17,59528
Lithuania,LTU,2021-02-18,64342
Lithuania,LTU,2021-02-19,67655
Lithuania,LTU,2021-02-20,67717
Lithuania,LTU,2021-02-22,69292
Lithuania,LTU,2021-02-23,70397
Lithuania,LTU,2021-02-24,71320
Lithuania,LTU,2021-02-25,72261
Lithuania,LTU,2021-02-26,73296
Lithuania,LTU,2021-02-27,73327
Lithuania,LTU,2021-02-28,73327
Lithuania,LTU,2021-03-01,73473
Lithuania,LTU,2021-03-02,74068
Lithuania,LTU,2021-03-03,76263
Lithuania,LTU,2021-03-04,81215
Lithuania,LTU,2021-03-05,85840
Lithuania,LTU,2021-03-06,85982
Lithuania,LTU,2021-03-07,85983
Lithuania,LTU,2021-03-08,86943
Lithuania,LTU,2021-03-09,88247
Luxembourg,LUX,2021-01-25,1245
Luxembourg,LUX,2021-01-26,1245
Luxembourg,LUX,2021-01-27,1342
Luxembourg,LUX,2021-01-28,1483
Luxembourg,LUX,2021-01-31,1680
Luxembourg,LUX,2021-02-01,1905
Luxembourg,LUX,2021-02-02,2327
Luxembourg,LUX,2021-02-03,2810
Luxembourg,LUX,2021-02-04,3163
Luxembourg,LUX,2021-02-07,3688
Luxembourg,LUX,2021-02-08,4050
Luxembourg,LUX,2021-02-09,4426
Luxembourg,LUX,2021-02-10,4871
Luxembourg,LUX,2021-02-11,5259
Luxembourg,LUX,2021-02-14,5638
Luxembourg,LUX,2021-02-15,5969
Luxembourg,LUX,2021-02-16,6296
Luxembourg,LUX,2021-02-17,6514
Luxembourg,LUX,2021-02-18,7080
Luxembourg,LUX,2021-02-21,7726
Luxembourg,LUX,2021-02-22,8241
Luxembourg,LUX,2021-02-23,8862
Luxembourg,LUX,2021-02-24,9475
Luxembourg,LUX,2021-02-25,9982
Luxembourg,LUX,2021-02-28,10700
Luxembourg,LUX,2021-03-01,11466
Luxembourg,LUX,2021-03-02,11984
Luxembourg,LUX,2021-03-03,12717
Luxembourg,LUX,2021-03-04,13448
Luxembourg,LUX,2021-03-07,14118
Luxembourg,LUX,2021-03-08,14277
Malta,MLT,2021-01-24,1198
Malta,MLT,2021-01-25,1463
Malta,MLT,2021-01-26,1694
Malta,MLT,2021-01-27,2095
Malta,MLT,2021-01-28,2518
Malta,MLT,2021-01-29,2969
Malta,MLT,2021-01-30,3456
Malta,MLT,2021-01-31,3948
Malta,MLT,2021-02-01,4476
Malta,MLT,2021-02-02,4891
Malta,MLT,2021-02-03,5410
Malta,MLT,2021-02-04,6457
Malta,MLT,2021-02-05,7594
Malta,MLT,2021-02-06,8749
Malta,MLT,2021-02-07,9918
Malta,MLT,2021-02-08,11050
Malta,MLT,2021-02-09,12135
Malta,MLT,2021-02-10,12928
Malta,MLT,2021-02-11,13820
Malta,MLT,2021-02-12,14739
Malta,MLT,2021-02-13,15601
Malta,MLT,2021-02-14,16265
Malta,MLT,2021-02-15,17102
Malta,MLT,2021-02-16,17843
Malta,MLT,2021-02-17,18536
Malta,MLT,2021-02-18,19199
Malta,MLT,2021-02-19,19828
Malta,MLT,2021-02-20,20189
Malta,MLT,2021-02-21,20531
Malta,MLT,2021-02-22,21160
Malta,MLT,2021-02-23,21767
Malta,MLT,2021-02-24,22501
Malta,MLT,2021-02-25,23395
Malta,MLT,2021-02-26,25118
Malta,MLT,2021-02-27,26781
Malta,MLT,2021-02-28,28048
Malta,MLT,2021-03-01,29021
Malta,MLT,2021-03-02,29748
Malta,MLT,2021-03-03,30329
Malta,MLT,2021-03-04,31034
Malta,MLT,2021-03-05,31710
Malta,MLT,2021-03-06,32420
Malta,MLT,2021-03-07,32862
Malta,MLT,2021-03-08,34181
Mexico,MEX,2021-01-15,1958
Mexico,MEX,2021-01-16,2221
Mexico,MEX,2021-01-17,3434
Mexico,MEX,2021-01-18,6546
Mexico,MEX,2021-01-19,9609
Mexico,MEX,2021-01-20,11402
Mexico,MEX,2021-01-21,18018
Mexico,MEX,2021-01-22,20083
Mexico,MEX,2021-01-23,22472
Mexico,MEX,2021-01-24,25185
Mexico,MEX,2021-01-25,28715
Mexico,MEX,2021-01-26,31314
Mexico,MEX,2021-01-27,31314
Mexico,MEX,2021-01-28,31314
Mexico,MEX,2021-01-29,31397
Mexico,MEX,2021-01-30,39009
Mexico,MEX,2021-01-31,41842
Mexico,MEX,2021-02-01,43455
Mexico,MEX,2021-02-02,45748
Mexico,MEX,2021-02-03,54162
Mexico,MEX,2021-02-04,60742
Mexico,MEX,2021-02-05,64246
Mexico,MEX,2021-02-06,73100
Mexico,MEX,2021-02-07,75836
Mexico,MEX,2021-02-08,79429
Mexico,MEX,2021-02-09,84218
Mexico,MEX,2021-02-10,84592
Mexico,MEX,2021-02-11,85332
Mexico,MEX,2021-02-12,85887
Mexico,MEX,2021-02-13,86188
Mexico,MEX,2021-02-15,86198
Mexico,MEX,2021-02-16,86198
Mexico,MEX,2021-02-17,99666
Mexico,MEX,2021-02-19,418931
Mexico,MEX,2021-02-20,445418
Mexico,MEX,2021-02-21,453055
Mexico,MEX,2021-02-22,456217
Mexico,MEX,2021-02-23,464302
Mexico,MEX,2021-02-24,475389
Mexico,MEX,2021-02-25,526412
Mexico,MEX,2021-02-26,562311
Mexico,MEX,2021-02-27,565377
Mexico,MEX,2021-02-28,565423
Mexico,MEX,2021-03-01,567338
Mexico,MEX,2021-03-02,570582
Mexico,MEX,2021-03-03,589639
Mexico,MEX,2021-03-05,603134
Mexico,MEX,2021-03-06,603447
Mexico,MEX,2021-03-08,604339
Mexico,MEX,2021-03-09,605801
Morocco,MAR,2021-02-19,4867
Morocco,MAR,2021-02-20,13476
Morocco,MAR,2021-02-22,23667
Morocco,MAR,2021-02-23,31232
Morocco,MAR,2021-02-24,37310
Morocco,MAR,2021-02-25,43626
Morocco,MAR,2021-02-26,96437
Morocco,MAR,2021-02-27,161906
Morocco,MAR,2021-03-01,232980
Morocco,MAR,2021-03-02,293857
Morocco,MAR,2021-03-03,360689
Morocco,MAR,2021-03-04,413032
Morocco,MAR,2021-03-05,499942
Morocco,MAR,2021-03-06,578942
Morocco,MAR,2021-03-08,651351
Morocco,MAR,2021-03-09,717113
Netherlands,NLD,2021-01-31,15692
Netherlands,NLD,2021-02-07,66409
Netherlands,NLD,2021-02-14,154445
Netherlands,NLD,2021-02-21,218713
Netherlands,NLD,2021-02-28,331671
Netherlands,NLD,2021-03-07,411935
Northern Ireland,,2021-01-03,1271
Northern Ireland,,2021-01-10,13949
Northern Ireland,,2021-01-11,15288
Northern Ireland,,2021-01-12,17840
Northern Ireland,,2021-01-13,19010
Northern Ireland,,2021-01-14,19264
Northern Ireland,,2021-01-15,19474
Northern Ireland,,2021-01-16,20174
Northern Ireland,,2021-01-17,21016
Northern Ireland,,2021-01-18,21579
Northern Ireland,,2021-01-19,21960
Northern Ireland,,2021-01-20,22326
Northern Ireland,,2021-01-21,22510
Northern Ireland,,2021-01-22,22660
Northern Ireland,,2021-01-23,22687
Northern Ireland,,2021-01-24,22713
Northern Ireland,,2021-01-25,22795
Northern Ireland,,2021-01-26,22910
Northern Ireland,,2021-01-27,23927
Northern Ireland,,2021-01-28,24070
Northern Ireland,,2021-01-29,24146
Northern Ireland,,2021-01-30,24323
Northern Ireland,,2021-01-31,24612
Northern Ireland,,2021-02-01,24882
Northern Ireland,,2021-02-02,25155
Northern Ireland,,2021-02-03,25539
Northern Ireland,,2021-02-04,26047
Northern Ireland,,2021-02-05,26531
